Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,total_sqft,YearsSinceRemod,Age
2158,20,RL,73.0,17227,3,4,4,CulDSac,2,CollgCr,1Fam,1Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,158.0,4,3,PConc,4.0,3.0,4.0,6.0,915.0,1.0,0.0,426.0,1341.0,5,1,1341,0,0,1341,1.0,0.0,1,1,1,1,4,5,8,1,Attchd,1999.0,2.0,2.0,482.0,3.0,3.0,3,240,84,0,0,0,0,0,1,2007,2682.0,10,11
1689,20,RL,93.0,12085,1,4,4,Inside,3,NridgHt,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,VinylSd,Stone,328.0,4,3,PConc,5.0,3.0,1.0,6.0,1004.0,1.0,0.0,730.0,1734.0,5,1,1734,0,0,1734,1.0,0.0,2,0,3,1,5,7,8,1,Attchd,2007.0,2.0,3.0,928.0,3.0,3.0,3,0,0,0,0,0,0,0,11,2007,3468.0,3,3
1261,60,RL,70.0,9247,2,4,4,Inside,3,NAmes,1Fam,2Story,6,6,1962,1962,Gable,HdBoard,HdBoard,BrkFace,318.0,3,3,CBlock,3.0,3.0,1.0,3.0,319.0,1.0,0.0,539.0,858.0,5,1,858,858,0,1716,0.0,0.0,1,1,4,1,3,8,8,1,Attchd,1962.0,3.0,2.0,490.0,3.0,3.0,3,0,84,0,0,120,0,0,3,2008,2574.0,48,48
1386,90,RL,60.0,12900,1,4,4,Inside,3,Sawyer,Duplex,SFoyer,4,4,1969,1969,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,3.0,6.0,1198.0,1.0,0.0,0.0,1198.0,3,1,1258,0,0,1258,2.0,0.0,0,2,0,2,3,6,8,0,CarPort,1969.0,1.0,2.0,400.0,2.0,3.0,3,120,0,0,0,0,0,0,1,2008,2456.0,41,41
1422,60,RL,69.0,14171,3,4,4,CulDSac,3,SawyerW,1Fam,2Story,7,5,1993,1994,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,355.0,1.0,0.0,457.0,812.0,5,1,1101,1099,0,2200,0.0,0.0,2,1,4,1,4,9,8,1,Attchd,1993.0,2.0,2.0,453.0,3.0,3.0,3,168,98,0,0,0,0,0,12,2008,3012.0,16,17
2548,60,RL,85.0,9350,1,4,4,Inside,3,NAmes,1Fam,2Story,5,6,1964,1964,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,360.0,1.0,0.0,360.0,720.0,4,1,720,720,0,1440,0.0,0.0,1,1,4,1,3,7,8,1,Attchd,1964.0,3.0,2.0,480.0,3.0,3.0,3,0,32,240,0,0,0,0,7,2006,2160.0,46,46
2456,20,RL,49.0,15218,2,4,4,CulDSac,3,Somerst,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,98.0,4,3,PConc,5.0,4.0,1.0,6.0,1562.0,1.0,0.0,108.0,1670.0,5,1,1670,0,0,1670,1.0,0.0,2,1,2,1,4,6,8,1,Attchd,2006.0,2.0,3.0,928.0,3.0,3.0,3,0,240,200,0,0,0,0,9,2006,3340.0,4,4
2707,90,RL,72.0,10791,1,4,4,Inside,3,Sawyer,Duplex,1Story,4,5,1967,1967,Gable,MetalSd,MetalSd,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1296,0,0,1296,0.0,0.0,2,0,2,2,3,6,8,0,CarPort,1967.0,1.0,2.0,516.0,3.0,3.0,3,0,0,0,0,0,0,500,10,2006,1296.0,43,43
2278,20,RL,70.0,8402,1,4,4,Inside,3,Mitchel,1Fam,1Story,5,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,5.0,206.0,1.0,0.0,914.0,1120.0,5,1,1120,0,0,1120,0.0,0.0,1,0,3,1,3,6,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,3,0,30,0,0,0,0,0,12,2007,2240.0,3,3
260,20,RL,38.0,15240,2,4,4,FR2,3,CollgCr,1Fam,1Story,5,8,1977,2004,Gable,CemntBd,CmentBd,None,0.0,4,4,CBlock,4.0,3.0,1.0,6.0,198.0,3.0,688.0,140.0,1026.0,5,1,1026,0,0,1026,1.0,0.0,1,1,3,1,3,5,8,0,Attchd,1977.0,1.0,1.0,308.0,3.0,3.0,3,316,85,0,0,0,0,0,6,2010,2052.0,6,33
479,80,RL,69.0,7750,1,4,4,Inside,3,Gilbert,1Fam,SLvl,8,5,2002,2002,Hip,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,353.0,1.0,0.0,55.0,408.0,5,1,779,640,0,1419,1.0,0.0,2,1,3,1,4,7,8,1,BuiltIn,2002.0,3.0,2.0,527.0,3.0,3.0,3,120,0,0,0,0,0,0,3,2009,1827.0,8,8
2252,20,RL,44.0,12864,2,4,4,CulDSac,3,Mitchel,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,1392.0,1.0,0.0,17.0,1409.0,5,1,1409,0,0,1409,1.0,0.0,1,1,1,1,4,4,8,1,Attchd,2002.0,2.0,2.0,576.0,3.0,3.0,3,0,144,0,0,145,0,0,7,2007,2818.0,8,8
1583,80,RL,85.0,10200,1,4,4,Inside,3,Timber,1Fam,SLvl,6,5,1988,1989,Gable,HdBoard,HdBoard,BrkFace,219.0,4,3,CBlock,4.0,3.0,3.0,6.0,783.0,1.0,0.0,678.0,1461.0,5,1,1509,0,0,1509,1.0,0.0,2,0,3,1,4,5,8,1,Attchd,1988.0,2.0,2.0,600.0,3.0,3.0,3,224,0,0,0,0,0,0,8,2008,2970.0,21,22
1045,160,RM,21.0,1680,1,4,4,Inside,3,BrDale,TwnhsE,2Story,6,3,1971,1971,Gable,HdBoard,HdBoard,BrkFace,604.0,3,3,CBlock,3.0,3.0,1.0,5.0,358.0,1.0,0.0,125.0,483.0,3,1,483,504,0,987,0.0,0.0,1,1,2,1,3,5,8,0,Detchd,1971.0,1.0,1.0,264.0,3.0,3.0,3,0,0,0,0,0,0,0,8,2008,1470.0,39,39
715,50,RM,50.0,3500,1,4,4,Inside,3,OldTown,1Fam,1.5Fin,5,7,1947,1950,Gable,AsbShng,AsbShng,None,0.0,3,3,CBlock,3.0,3.0,1.0,2.0,312.0,1.0,0.0,408.0,720.0,3,1,720,564,0,1284,0.0,0.0,1,1,2,1,3,5,8,0,Detchd,1948.0,1.0,1.0,240.0,3.0,3.0,3,0,35,0,0,0,0,0,4,2009,2004.0,60,63
2749,60,RL,80.0,9554,2,4,4,Inside,3,SawyerW,1Fam,2Story,8,5,1993,1994,Gable,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4.0,3.0,1.0,6.0,380.0,1.0,0.0,397.0,777.0,5,1,1065,846,0,1911,0.0,0.0,2,1,3,1,4,8,8,1,Attchd,1993.0,2.0,2.0,471.0,3.0,3.0,3,182,81,0,0,0,0,0,9,2006,2688.0,16,17
2578,80,RL,125.0,10000,1,4,4,Corner,3,NAmes,1Fam,SLvl,5,6,1956,1956,Hip,Wd Sdng,Wd Sdng,BrkFace,272.0,3,3,CBlock,3.0,3.0,3.0,4.0,678.0,3.0,281.0,99.0,1058.0,5,1,1370,0,0,1370,1.0,0.0,1,0,3,1,3,6,8,1,Basment,1956.0,2.0,1.0,300.0,3.0,3.0,3,191,0,0,0,120,0,0,2,2006,2428.0,54,54
1179,120,RL,38.0,14963,3,4,4,Inside,3,Veenker,TwnhsE,1Story,8,5,1996,1996,Gable,BrkFace,BrkFace,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,786.0,1.0,0.0,474.0,1260.0,5,1,1288,0,0,1288,1.0,0.0,1,1,1,1,5,4,8,2,Attchd,1996.0,3.0,2.0,500.0,3.0,3.0,3,120,30,0,0,224,0,0,12,2008,2548.0,14,14
2927,20,RL,69.0,8885,2,1,4,Inside,2,Mitchel,1Fam,1Story,5,5,1983,1983,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,3.0,4.0,301.0,5.0,324.0,239.0,864.0,3,1,902,0,0,902,1.0,0.0,1,0,2,1,3,5,8,0,Attchd,1983.0,1.0,2.0,484.0,3.0,3.0,3,164,0,0,0,0,0,0,6,2006,1766.0,27,27
677,90,RL,60.0,8544,1,4,4,Corner,3,NAmes,Duplex,1Story,3,4,1950,1950,Gable,BrkFace,BrkFace,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,8,0,Detchd,1987.0,1.0,2.0,400.0,3.0,3.0,3,0,0,0,0,0,0,0,6,2009,1040.0,60,60
1669,20,RL,70.0,8294,1,4,4,Inside,3,NAmes,1Fam,1Story,4,5,1971,1971,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,858.0,858.0,3,1,872,0,0,872,0.0,0.0,1,0,3,1,3,5,8,0,Detchd,1974.0,1.0,4.0,480.0,3.0,3.0,3,0,0,0,0,0,0,0,6,2007,1730.0,39,39
1363,50,RM,69.0,10320,1,4,4,Inside,3,IDOTRR,1Fam,1.5Fin,5,6,1915,1978,Gable,HdBoard,HdBoard,None,0.0,3,2,BrkTil,3.0,2.0,1.0,1.0,0.0,1.0,0.0,880.0,880.0,4,1,880,428,0,1308,0.0,0.0,2,0,2,1,3,6,8,0,Detchd,1950.0,1.0,2.0,400.0,2.0,2.0,3,0,0,117,0,0,0,0,4,2008,2188.0,32,95
946,30,RL,109.0,21780,1,4,3,Inside,3,IDOTRR,1Fam,1Story,2,4,1910,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,810,0,0,810,0.0,0.0,1,0,1,1,3,4,7,0,Detchd,1975.0,1.0,1.0,280.0,3.0,3.0,1,119,24,0,0,0,0,0,3,2009,810.0,60,100
2529,60,RL,80.0,10400,1,4,4,Inside,3,NWAmes,1Fam,2Story,6,5,1972,1972,Gable,VinylSd,VinylSd,None,288.0,3,3,CBlock,3.0,3.0,1.0,3.0,247.0,1.0,0.0,485.0,732.0,4,1,1012,778,0,1790,1.0,0.0,1,2,4,1,3,8,6,1,Attchd,1972.0,2.0,2.0,484.0,3.0,3.0,3,148,0,0,0,147,0,0,11,2006,2522.0,38,38
1710,60,RL,110.0,14277,1,4,4,Inside,3,NridgHt,1Fam,2Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,280.0,4,3,PConc,5.0,3.0,2.0,6.0,938.0,1.0,0.0,379.0,1317.0,5,1,1217,1168,0,2385,1.0,0.0,2,1,3,1,4,7,8,1,Attchd,2003.0,3.0,3.0,818.0,3.0,3.0,3,192,228,0,0,0,0,0,1,2007,3702.0,7,7
1636,20,RL,86.0,14157,2,2,4,Corner,3,StoneBr,1Fam,1Story,9,5,2005,2006,Hip,VinylSd,VinylSd,Stone,200.0,4,3,PConc,5.0,3.0,4.0,6.0,1249.0,1.0,0.0,673.0,1922.0,5,1,1922,0,0,1922,1.0,0.0,2,0,3,1,4,8,8,1,Attchd,2005.0,3.0,3.0,676.0,3.0,3.0,3,178,51,0,0,0,0,0,7,2007,3844.0,4,5
2595,50,RL,50.0,7000,1,4,4,Corner,3,OldTown,1Fam,1.5Fin,6,6,1924,1950,Gable,MetalSd,MetalSd,None,0.0,3,4,BrkTil,2.0,3.0,1.0,2.0,617.0,1.0,0.0,0.0,617.0,4,1,865,445,0,1310,0.0,0.0,2,0,2,1,3,6,7,0,Attchd,1924.0,1.0,1.0,398.0,3.0,3.0,3,0,0,126,0,0,0,0,5,2006,1927.0,60,86
833,80,RL,69.0,12800,1,1,4,Inside,2,SawyerW,1Fam,SLvl,7,5,1989,1989,Gable,Wd Sdng,Wd Sdng,BrkFace,145.0,4,3,PConc,4.0,3.0,4.0,6.0,1518.0,1.0,0.0,0.0,1518.0,4,1,1644,0,0,1644,1.0,1.0,2,0,2,1,4,5,8,1,Attchd,1989.0,3.0,2.0,569.0,3.0,3.0,3,80,0,0,0,396,0,0,8,2009,3162.0,21,21
2195,190,RL,60.0,10896,1,3,4,Inside,3,SWISU,2fmCon,2.5Fin,6,7,1914,1995,Hip,VinylSd,VinylSd,None,0.0,2,3,CBlock,3.0,2.0,1.0,2.0,256.0,1.0,0.0,1184.0,1440.0,5,1,1440,1440,515,3395,0.0,0.0,2,0,8,2,2,14,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,1,0,110,0,0,0,0,0,3,2007,4835.0,15,96
1450,20,RL,40.0,14330,2,4,4,CulDSac,3,CollgCr,1Fam,1Story,5,6,1975,2001,Gable,Plywood,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,88.0,5.0,596.0,180.0,864.0,3,1,1558,0,0,1558,1.0,0.0,2,0,2,1,3,5,6,0,Attchd,1975.0,3.0,2.0,440.0,3.0,3.0,3,140,0,239,0,227,0,0,8,2008,2422.0,9,35
1185,60,FV,69.0,7500,1,4,4,Inside,3,Somerst,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,None,98.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,952.0,952.0,5,1,952,860,0,1812,0.0,0.0,2,1,3,1,3,7,8,1,Attchd,2002.0,2.0,2.0,469.0,3.0,3.0,3,144,112,0,0,0,0,0,4,2008,2764.0,8,8
316,20,RL,88.0,11896,2,4,4,Corner,3,Timber,1Fam,1Story,7,5,2008,2008,Gable,VinylSd,VinylSd,Stone,60.0,4,3,PConc,4.0,3.0,1.0,6.0,78.0,1.0,0.0,1258.0,1336.0,5,1,1346,0,0,1346,1.0,0.0,2,0,3,1,4,6,8,1,Attchd,2008.0,3.0,3.0,660.0,3.0,3.0,3,100,48,0,0,0,0,0,5,2010,2682.0,2,2
1052,60,RL,96.0,12474,1,4,4,Inside,3,NridgHt,1Fam,2Story,10,5,2007,2008,Gable,VinylSd,VinylSd,Stone,272.0,5,3,PConc,5.0,3.0,3.0,6.0,1280.0,1.0,0.0,402.0,1682.0,5,1,1742,590,0,2332,1.0,0.0,2,1,3,1,5,9,8,1,BuiltIn,2008.0,3.0,3.0,846.0,3.0,3.0,3,196,134,0,0,0,0,0,8,2008,4014.0,2,3
1704,60,RL,76.0,9591,1,4,4,Inside,3,NridgHt,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1143.0,1143.0,5,1,1143,1330,0,2473,0.0,0.0,2,1,4,1,4,9,8,1,BuiltIn,2004.0,2.0,3.0,852.0,3.0,3.0,3,192,151,0,0,0,0,0,10,2007,3616.0,5,6
2147,20,RL,69.0,11354,1,4,4,Inside,3,CollgCr,1Fam,1Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,3.0,3.0,4.0,6.0,1412.0,1.0,0.0,261.0,1673.0,5,1,1673,0,0,1673,1.0,0.0,2,0,3,1,4,7,8,1,Attchd,2000.0,2.0,2.0,583.0,3.0,3.0,3,306,113,0,0,116,0,0,1,2007,3346.0,10,10
66,50,RL,56.0,14720,2,4,4,CulDSac,3,NoRidge,1Fam,1.5Fin,8,5,1995,1996,Hip,VinylSd,VinylSd,BrkFace,579.0,4,3,PConc,4.0,3.0,3.0,6.0,816.0,1.0,0.0,1217.0,2033.0,5,1,2053,1185,0,3238,1.0,0.0,2,1,4,1,4,9,8,1,Attchd,1996.0,3.0,3.0,666.0,3.0,3.0,3,283,86,0,0,0,0,0,3,2010,5271.0,14,15
2829,160,RM,24.0,2522,1,4,4,Inside,3,Edwards,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,970.0,970.0,5,1,970,739,0,1709,0.0,0.0,2,0,3,1,4,7,4,0,Detchd,2004.0,1.0,2.0,380.0,3.0,3.0,3,0,40,0,0,0,0,0,5,2006,2679.0,6,6
2864,50,RL,81.0,8170,2,4,4,Inside,3,Crawfor,1Fam,1.5Fin,7,7,1929,1950,Gable,Stucco,Wd Sdng,BrkFace,270.0,4,4,BrkTil,3.0,3.0,1.0,5.0,526.0,1.0,0.0,496.0,1022.0,5,1,1122,549,0,1671,0.0,0.0,2,0,4,1,3,7,8,1,Detchd,1963.0,1.0,2.0,451.0,3.0,3.0,3,0,0,0,0,0,0,0,2,2006,2693.0,60,81
2893,120,RM,69.0,8239,2,4,4,Inside,3,GrnHill,TwnhsE,1Story,7,5,1986,1986,Gable,BrkFace,Wd Sdng,None,0.0,4,3,CBlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1295,0,0,1295,0.0,0.0,2,0,2,1,4,5,8,0,Attchd,1986.0,2.0,1.0,312.0,3.0,3.0,3,0,0,0,0,0,0,0,11,2006,1295.0,24,24
762,20,RL,50.0,4280,2,4,4,Inside,3,Sawyer,1Fam,1Story,4,9,1946,2001,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,2.0,3.0,1.0,1.0,0.0,1.0,0.0,560.0,560.0,5,1,704,0,0,704,0.0,1.0,1,0,2,1,2,4,8,0,CarPort,1946.0,1.0,1.0,220.0,3.0,3.0,3,0,0,24,0,0,0,0,9,2009,1264.0,9,64
2428,120,RL,43.0,3013,1,4,4,Inside,3,Blmngtn,TwnhsE,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,145.0,4,3,PConc,4.0,3.0,4.0,6.0,16.0,1.0,0.0,1346.0,1362.0,5,1,1506,0,0,1506,0.0,0.0,2,0,2,1,4,6,8,1,Attchd,2005.0,3.0,2.0,440.0,3.0,3.0,3,142,20,0,0,0,0,0,4,2006,2868.0,5,5
2142,20,RL,120.0,10356,1,4,4,Corner,3,CollgCr,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,3.0,4.0,716.0,1.0,0.0,253.0,969.0,3,1,969,0,0,969,0.0,0.0,1,1,3,1,3,5,8,0,Attchd,1975.0,1.0,2.0,440.0,3.0,3.0,3,0,0,0,0,0,0,0,1,2007,1938.0,35,35
1548,30,RM,69.0,5890,1,4,4,Corner,3,IDOTRR,1Fam,1Story,6,8,1930,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3.0,3.0,3.0,5.0,538.0,1.0,0.0,278.0,816.0,5,1,816,0,0,816,0.0,0.0,1,0,2,1,3,5,8,0,Detchd,2002.0,1.0,1.0,432.0,3.0,3.0,3,0,0,96,0,0,0,0,6,2008,1632.0,3,80
1912,85,RL,69.0,10050,2,4,4,Inside,3,NAmes,1Fam,SFoyer,5,6,1966,1966,Gable,HdBoard,HdBoard,BrkFace,87.0,3,3,CBlock,3.0,3.0,3.0,6.0,602.0,1.0,0.0,191.0,793.0,5,1,1280,0,0,1280,0.0,1.0,2,0,3,1,3,6,8,1,Basment,1966.0,3.0,2.0,432.0,3.0,3.0,3,140,40,0,0,0,0,0,6,2007,2073.0,44,44
1897,20,RL,69.0,14585,2,4,4,CulDSac,3,NAmes,1Fam,1Story,6,6,1960,1987,Gable,Wd Sdng,Wd Sdng,BrkFace,85.0,3,3,CBlock,3.0,3.0,1.0,4.0,594.0,3.0,219.0,331.0,1144.0,5,1,1429,0,0,1429,0.0,1.0,1,0,3,1,4,7,8,2,Attchd,1960.0,1.0,2.0,572.0,3.0,3.0,3,216,110,0,0,0,0,0,6,2007,2573.0,23,50
1881,20,RL,69.0,12342,2,4,4,Inside,3,NAmes,1Fam,1Story,5,5,1960,1978,Hip,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,978.0,978.0,3,1,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,7,1,Attchd,1960.0,2.0,1.0,286.0,3.0,3.0,3,0,0,36,0,0,0,600,8,2007,2400.0,32,50
2572,20,RL,109.0,9723,2,4,4,Corner,3,NAmes,1Fam,1Story,6,7,1963,1963,Hip,MetalSd,MetalSd,BrkFace,332.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1008.0,1008.0,3,1,1008,0,0,1008,0.0,0.0,1,0,2,1,3,5,8,0,Attchd,1963.0,2.0,2.0,430.0,3.0,3.0,3,0,0,0,0,0,0,0,10,2006,2016.0,47,47
2878,50,RM,75.0,9060,1,4,4,Inside,3,IDOTRR,1Fam,1.5Fin,6,5,1957,1957,Gable,MetalSd,MetalSd,BrkFace,327.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,967.0,967.0,4,1,967,671,0,1638,0.0,0.0,2,0,4,1,4,6,8,0,Detchd,1957.0,1.0,1.0,384.0,3.0,3.0,3,0,21,0,0,0,0,0,4,2006,2605.0,53,53
1397,50,RL,63.0,8375,1,4,4,Corner,3,Sawyer,1Fam,1.5Fin,5,7,1941,1973,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,5.0,336.0,1.0,0.0,240.0,576.0,4,1,864,486,0,1350,1.0,0.0,1,1,2,1,4,6,7,0,2Types,1973.0,1.0,3.0,627.0,3.0,3.0,1,0,0,0,0,0,0,0,6,2008,1926.0,37,69
476,60,RL,69.0,8068,2,4,4,Inside,3,Gilbert,1Fam,2Story,6,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1010.0,1010.0,5,1,1010,1257,0,2267,0.0,0.0,2,1,4,1,4,8,8,1,BuiltIn,2002.0,2.0,2.0,390.0,3.0,3.0,3,120,46,0,0,0,0,0,12,2009,3277.0,8,8
2450,60,RL,83.0,10019,2,4,4,Inside,3,NoRidge,1Fam,2Story,8,5,1995,1995,Hip,VinylSd,VinylSd,BrkFace,397.0,4,3,PConc,4.0,3.0,1.0,5.0,527.0,1.0,0.0,815.0,1342.0,5,1,1358,1368,0,2726,0.0,0.0,2,1,4,1,4,9,8,1,Attchd,1995.0,2.0,3.0,725.0,3.0,3.0,3,307,169,168,0,0,0,0,6,2006,4068.0,15,15
1447,20,RL,69.0,12250,2,4,4,Inside,3,CollgCr,1Fam,1Story,5,6,1978,1978,Gable,HdBoard,HdBoard,BrkFace,180.0,3,3,CBlock,4.0,3.0,2.0,5.0,781.0,1.0,0.0,83.0,864.0,5,1,1174,0,0,1174,1.0,0.0,1,0,3,1,3,5,8,0,Attchd,1978.0,1.0,2.0,528.0,3.0,3.0,3,211,0,280,0,0,0,0,5,2008,2038.0,32,32
169,60,RL,70.0,7700,1,4,4,Inside,3,NAmes,1Fam,2Story,6,5,1966,1966,Gable,MetalSd,MetalSd,BrkFace,351.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,756.0,756.0,3,1,1051,788,0,1839,0.0,0.0,1,1,4,1,3,7,8,1,Attchd,1966.0,1.0,2.0,442.0,3.0,3.0,3,0,124,216,0,0,0,0,6,2010,2595.0,44,44
1932,90,RL,70.0,8078,1,4,4,Inside,3,NAmes,Duplex,1Story,5,5,1958,1958,Hip,Wd Sdng,Wd Sdng,Stone,260.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1560.0,1560.0,3,1,1560,0,0,1560,0.0,0.0,2,0,4,2,3,8,8,0,Detchd,1958.0,1.0,2.0,484.0,3.0,3.0,3,0,0,0,0,0,0,0,12,2007,3120.0,52,52
451,20,RL,70.0,9658,2,4,4,Inside,3,NridgHt,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,383.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1598.0,1598.0,4,1,1606,0,0,1606,0.0,0.0,2,0,3,1,4,6,8,1,Attchd,2006.0,2.0,3.0,871.0,3.0,3.0,3,230,60,0,0,0,0,0,7,2009,3204.0,4,4
1370,190,RM,60.0,10320,1,4,4,Inside,3,IDOTRR,2fmCon,2Story,3,3,1915,1950,Gable,AsphShn,AsphShn,None,0.0,2,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,536.0,536.0,5,0,808,536,0,1344,0.0,0.0,2,0,3,2,3,8,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,1,42,0,204,0,0,0,0,5,2008,1880.0,60,95
392,80,RL,69.0,10448,2,4,4,Corner,3,NWAmes,1Fam,SLvl,6,6,1972,1972,Gable,HdBoard,HdBoard,BrkFace,333.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,689.0,689.0,3,1,1378,741,0,2119,0.0,0.0,2,1,3,1,3,7,8,1,Attchd,1972.0,2.0,2.0,583.0,3.0,3.0,3,0,104,0,0,0,0,0,8,2009,2808.0,38,38
2651,70,RM,42.0,7614,1,4,4,Inside,2,OldTown,1Fam,2Story,3,5,1905,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,2.0,2.0,1.0,0.0,1.0,0.0,738.0,738.0,4,1,714,662,0,1376,0.0,0.0,1,0,2,1,3,7,8,0,Detchd,1930.0,1.0,1.0,216.0,3.0,3.0,1,0,0,104,0,225,0,0,3,2006,2114.0,60,105
1727,120,RL,48.0,3242,1,4,4,Inside,3,NridgHt,TwnhsE,1Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,235.0,4,3,PConc,4.0,3.0,1.0,6.0,1000.0,1.0,0.0,405.0,1405.0,5,1,1405,0,0,1405,1.0,0.0,2,0,2,1,4,6,8,1,Attchd,2003.0,2.0,2.0,478.0,3.0,3.0,3,136,36,0,0,0,0,0,3,2007,2810.0,7,7
1892,80,RL,80.0,9200,1,4,4,Inside,3,NAmes,1Fam,SLvl,6,5,1965,1965,Gable,HdBoard,HdBoard,BrkFace,98.0,3,3,CBlock,3.0,3.0,4.0,6.0,494.0,1.0,0.0,548.0,1042.0,3,1,1042,0,0,1042,0.0,0.0,2,0,3,1,3,5,8,0,Attchd,1965.0,2.0,2.0,440.0,3.0,3.0,3,192,0,0,0,0,0,0,5,2007,2084.0,45,45
2807,60,RL,41.0,12393,3,4,4,FR2,3,CollgCr,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,847.0,847.0,5,1,847,1101,0,1948,0.0,0.0,2,1,4,1,4,8,8,1,BuiltIn,2004.0,3.0,2.0,434.0,3.0,3.0,3,100,48,0,0,0,0,0,9,2006,2795.0,5,6
