Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,total_sqft,YearsSinceRemod,Age
1244,20,RL,75.0,9464,1,4,4,Corner,3,NAmes,1Fam,1Story,6,7,1958,1958,Hip,MetalSd,MetalSd,BrkFace,135.0,3,4,CBlock,3.0,3.0,1.0,4.0,570.0,1.0,0.0,510.0,1080.0,4,1,1080,0,0,1080,0.0,0.0,1,0,3,1,3,5,8,0,Attchd,1958.0,1.0,1.0,288.0,3.0,3.0,3,0,0,0,0,130,0,0,6,2008,136000,2160.0,52,52
843,60,RL,80.0,10400,1,4,4,Corner,3,CollgCr,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,866.0,866.0,5,1,866,913,0,1779,0.0,0.0,2,1,3,1,4,6,8,0,Attchd,1998.0,2.0,2.0,546.0,3.0,3.0,3,198,36,0,0,0,0,0,3,2009,197900,2645.0,12,12
2689,50,RM,59.0,5310,1,4,4,Corner,3,OldTown,1Fam,1.5Fin,6,8,1910,2003,Hip,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,2.0,1.0,1.0,0.0,1.0,0.0,485.0,485.0,4,1,1001,634,0,1635,0.0,0.0,1,0,2,1,4,5,8,0,Attchd,1950.0,1.0,1.0,255.0,2.0,3.0,3,394,0,0,0,0,0,0,6,2006,117000,2120.0,7,100
2753,20,RL,64.0,7406,1,4,4,Inside,3,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Stone,84.0,4,3,PConc,4.0,3.0,3.0,6.0,684.0,1.0,0.0,515.0,1199.0,5,1,1220,0,0,1220,1.0,0.0,2,0,2,1,4,6,8,0,Attchd,2006.0,2.0,2.0,632.0,3.0,3.0,3,105,54,0,0,0,0,0,7,2006,194000,2419.0,4,4
1169,120,FV,69.0,4538,2,4,4,Inside,3,Somerst,TwnhsE,1Story,9,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,179.0,4,3,PConc,5.0,3.0,3.0,6.0,1004.0,1.0,0.0,306.0,1310.0,5,1,1310,0,0,1310,1.0,0.0,1,1,1,1,4,5,8,1,Attchd,2001.0,2.0,2.0,545.0,3.0,3.0,3,277,45,0,0,0,0,0,7,2008,285000,2620.0,9,9
1376,190,RL,62.0,10106,1,4,4,Inside,3,Edwards,2fmCon,1.5Fin,5,7,1940,1999,Gable,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3.0,3.0,1.0,5.0,351.0,3.0,181.0,112.0,644.0,4,1,808,547,0,1355,1.0,0.0,2,0,4,2,3,6,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,3,140,0,0,0,0,0,0,9,2008,127500,1999.0,11,70
2503,60,RL,69.0,13346,2,4,4,CulDSac,3,NoRidge,1Fam,2Story,7,5,1992,2000,Gable,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,728.0,1.0,0.0,367.0,1095.0,5,1,1166,1129,0,2295,1.0,0.0,2,1,4,1,4,9,8,1,Attchd,1992.0,2.0,2.0,590.0,3.0,3.0,3,0,40,0,0,0,0,0,7,2006,268000,3390.0,10,18
1987,70,RM,57.0,9639,1,4,4,Inside,3,OldTown,1Fam,2Story,4,8,1900,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1075.0,1075.0,5,1,1156,642,0,1798,0.0,0.0,2,1,4,1,3,7,8,0,Detchd,1935.0,1.0,2.0,342.0,3.0,3.0,1,0,0,160,0,0,0,0,5,2007,137000,2873.0,60,110
1190,20,RL,69.0,15387,2,4,4,CulDSac,3,NWAmes,1Fam,1Story,7,7,1967,1967,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,603.0,4.0,294.0,723.0,1620.0,5,1,1620,0,0,1620,0.0,0.0,2,0,4,1,4,8,8,1,Attchd,1967.0,1.0,2.0,578.0,3.0,3.0,3,0,62,192,0,0,0,450,8,2008,215000,3240.0,43,43
1930,20,RL,75.0,10050,1,4,4,Inside,3,NAmes,1Fam,1Story,5,5,1955,1955,Hip,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,288.0,1.0,0.0,928.0,1216.0,3,1,1216,0,0,1216,1.0,0.0,1,0,3,1,3,5,8,0,Attchd,1955.0,2.0,1.0,336.0,3.0,3.0,3,0,0,0,0,0,0,0,8,2007,129500,2432.0,55,55
2677,50,RM,69.0,6240,1,4,4,Inside,3,BrkSide,1Fam,1.5Fin,5,4,1936,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,4.0,3.0,1.0,1.0,0.0,1.0,0.0,896.0,896.0,4,1,896,448,0,1344,0.0,0.0,1,0,3,1,3,7,8,0,Detchd,1936.0,1.0,1.0,240.0,2.0,3.0,3,200,114,0,0,0,0,0,4,2006,115000,2240.0,60,74
1256,50,RL,45.0,7506,1,4,4,Corner,3,OldTown,1Fam,1.5Fin,5,8,1925,1950,Gable,VinylSd,VinylSd,None,0.0,3,4,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,747.0,747.0,3,1,747,412,0,1159,0.0,0.0,1,0,3,1,3,5,8,0,Detchd,1932.0,1.0,1.0,288.0,2.0,3.0,1,84,0,96,0,0,0,0,5,2008,114000,1906.0,60,85
2484,20,RL,69.0,8900,1,4,4,Inside,3,SawyerW,1Fam,1Story,4,4,1966,1966,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,1056.0,1.0,0.0,0.0,1056.0,3,1,1056,0,0,1056,1.0,0.0,1,0,2,1,3,5,8,0,Detchd,1966.0,1.0,1.0,384.0,3.0,3.0,3,0,42,0,0,0,0,0,11,2006,107000,2112.0,44,44
1253,50,RL,80.0,8480,1,4,4,Inside,3,NAmes,1Fam,1.5Fin,5,5,1947,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,442.0,1.0,0.0,390.0,832.0,3,1,832,384,0,1216,0.0,0.0,1,0,2,1,3,6,8,0,Detchd,1947.0,1.0,1.0,336.0,3.0,3.0,3,158,0,102,0,0,0,0,10,2008,118500,2048.0,60,63
1337,50,RM,50.0,6000,1,4,4,Corner,3,BrkSide,1Fam,1.5Fin,6,7,1929,1950,Gable,WdShing,Wd Shng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,862.0,862.0,3,1,950,208,0,1158,0.0,0.0,1,0,3,1,3,5,8,1,BuiltIn,1929.0,2.0,1.0,208.0,3.0,3.0,3,0,0,112,0,0,0,0,7,2008,120000,2020.0,60,81
1788,20,RL,74.0,8847,1,4,4,Inside,3,Somerst,1Fam,1Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,148.0,4,3,PConc,4.0,3.0,3.0,6.0,769.0,1.0,0.0,769.0,1538.0,5,1,1538,0,0,1538,1.0,0.0,2,0,3,1,4,7,8,0,Attchd,2005.0,2.0,2.0,484.0,3.0,3.0,3,146,40,0,0,0,0,0,12,2007,260000,3076.0,5,5
141,20,RL,69.0,8050,2,4,4,Inside,3,NAmes,1Fam,1Story,5,5,1959,1959,Hip,MetalSd,MetalSd,BrkFace,150.0,3,3,CBlock,3.0,3.0,1.0,4.0,856.0,3.0,162.0,125.0,1143.0,3,1,1143,0,0,1143,1.0,0.0,1,0,3,1,3,6,8,0,Attchd,1959.0,2.0,1.0,308.0,3.0,3.0,3,0,0,0,0,0,0,0,5,2010,136000,2286.0,51,51
1669,20,RL,70.0,8294,1,4,4,Inside,3,NAmes,1Fam,1Story,4,5,1971,1971,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,858.0,858.0,3,1,872,0,0,872,0.0,0.0,1,0,3,1,3,5,8,0,Detchd,1974.0,1.0,4.0,480.0,3.0,3.0,3,0,0,0,0,0,0,0,6,2007,123000,1730.0,39,39
1366,50,RM,69.0,7920,2,4,4,Inside,3,IDOTRR,1Fam,1.5Fin,6,7,1920,1950,Gable,MetalSd,MetalSd,None,0.0,3,2,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,319.0,319.0,3,1,1035,371,0,1406,0.0,0.0,1,0,3,1,2,6,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,1,0,144,0,0,0,0,0,3,2008,89500,1725.0,60,90
52,20,RL,100.0,18494,2,4,4,Corner,3,Gilbert,1Fam,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1324.0,1324.0,5,1,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,8,0,Attchd,2005.0,3.0,2.0,430.0,3.0,3.0,3,36,23,0,0,0,0,0,1,2010,199500,2648.0,5,5
1380,20,RL,69.0,7162,2,4,4,Inside,3,Sawyer,1Fam,1Story,5,7,1966,1966,Gable,HdBoard,HdBoard,BrkCmn,41.0,3,3,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,876.0,876.0,3,1,904,0,0,904,0.0,0.0,1,0,3,1,3,6,8,0,Attchd,1966.0,1.0,1.0,408.0,3.0,3.0,3,0,0,0,0,0,0,0,12,2008,109900,1780.0,44,44
919,70,RL,53.0,10918,1,4,4,Inside,3,Crawfor,1Fam,2Story,7,9,1926,2004,Gambrel,MetalSd,MetalSd,None,0.0,4,3,BrkTil,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1276.0,1276.0,5,1,1276,804,0,2080,0.0,0.0,1,1,3,1,4,9,8,2,Detchd,1926.0,1.0,1.0,282.0,3.0,3.0,3,0,0,0,0,145,0,0,6,2009,234000,3356.0,6,84
2804,120,RM,37.0,4435,1,4,4,Inside,3,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4.0,3.0,2.0,6.0,662.0,1.0,0.0,186.0,848.0,5,1,848,0,0,848,1.0,0.0,1,0,1,1,4,3,8,1,Attchd,2004.0,2.0,2.0,420.0,3.0,3.0,3,140,0,0,0,0,0,0,5,2006,155900,1696.0,6,6
782,50,RL,69.0,11250,1,4,4,Inside,3,ClearCr,1Fam,1.5Fin,4,5,1957,1989,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,3.0,1.0,0.0,1.0,0.0,1104.0,1104.0,5,1,1104,684,0,1788,1.0,0.0,1,0,5,1,3,8,6,2,Attchd,1957.0,1.0,1.0,304.0,3.0,3.0,3,120,0,0,0,0,0,0,11,2009,161500,2892.0,21,53
956,20,RL,69.0,14375,2,4,2,CulDSac,3,Timber,1Fam,SLvl,6,6,1958,1958,Gable,HdBoard,HdBoard,BrkFace,541.0,3,3,CBlock,3.0,3.0,1.0,6.0,111.0,3.0,354.0,354.0,819.0,4,1,1344,0,0,1344,0.0,1.0,1,0,3,1,4,7,8,1,Basment,1958.0,2.0,2.0,525.0,3.0,3.0,3,0,118,0,0,233,0,0,1,2009,137500,2163.0,52,52
187,190,RM,100.0,9045,1,4,4,Inside,3,OldTown,2fmCon,2Story,5,3,1910,1950,Gable,MetalSd,MetalSd,None,0.0,3,2,BrkTil,3.0,3.0,2.0,1.0,0.0,1.0,0.0,840.0,840.0,2,0,1128,1128,0,2256,0.0,0.0,2,0,4,2,2,12,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,1,0,18,18,0,0,0,0,6,2010,76500,3096.0,60,100
2074,60,RL,97.0,10029,2,4,4,Corner,3,ClearCr,1Fam,2Story,6,5,1988,1989,Gable,Plywood,Plywood,BrkFace,268.0,4,3,PConc,4.0,3.0,1.0,6.0,831.0,1.0,0.0,320.0,1151.0,3,1,1164,896,0,2060,0.0,1.0,2,1,4,1,3,8,8,1,Attchd,1988.0,1.0,2.0,521.0,3.0,3.0,3,0,228,0,0,192,0,0,9,2007,211000,3211.0,21,22
1039,120,RL,34.0,4060,1,4,4,Inside,3,NAmes,TwnhsE,1Story,6,5,1998,1999,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,266.0,1.0,0.0,1139.0,1405.0,5,1,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,8,0,Attchd,1998.0,3.0,2.0,511.0,3.0,3.0,3,144,68,0,0,0,0,0,8,2008,181000,2742.0,11,12
1210,80,RL,82.0,9020,1,4,4,Inside,3,NAmes,1Fam,SLvl,6,7,1966,1966,Gable,HdBoard,HdBoard,BrkFace,183.0,3,3,CBlock,3.0,3.0,4.0,3.0,312.0,5.0,539.0,276.0,1127.0,3,1,1165,0,0,1165,1.0,0.0,1,1,3,1,3,6,8,0,Attchd,1966.0,2.0,2.0,490.0,4.0,4.0,3,0,129,0,0,0,0,0,5,2008,174900,2292.0,44,44
2710,80,RL,96.0,11777,2,4,4,Inside,3,Sawyer,1Fam,SLvl,5,6,1966,1966,Gable,VinylSd,VinylSd,BrkFace,97.0,3,3,CBlock,3.0,3.0,3.0,2.0,328.0,5.0,551.0,285.0,1164.0,5,1,1320,0,0,1320,1.0,0.0,1,0,3,1,3,6,8,2,Attchd,1966.0,2.0,2.0,564.0,3.0,3.0,3,160,68,240,0,0,0,0,5,2006,164500,2484.0,44,44
44,20,RL,70.0,10171,2,4,4,Inside,3,NridgHt,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,168.0,4,3,PConc,4.0,3.0,1.0,6.0,2.0,1.0,0.0,1515.0,1517.0,5,1,1535,0,0,1535,0.0,0.0,2,0,3,1,4,7,8,0,Attchd,2004.0,2.0,2.0,532.0,3.0,3.0,3,0,0,0,0,0,0,0,3,2010,214000,3052.0,6,6
1026,60,RL,80.0,10400,1,4,4,Inside,3,NWAmes,1Fam,2Story,7,6,1980,1988,Gable,HdBoard,HdBoard,BrkFace,280.0,3,3,CBlock,4.0,3.0,2.0,1.0,0.0,1.0,0.0,738.0,738.0,3,1,1277,767,0,2044,0.0,0.0,2,1,3,1,3,7,7,1,Attchd,1980.0,1.0,2.0,489.0,3.0,3.0,3,28,73,0,0,0,0,0,3,2008,185000,2782.0,22,30
1343,50,RM,52.0,6240,1,4,4,Inside,3,BrkSide,1Fam,1.5Fin,4,7,1929,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,1.0,4.0,80.0,1.0,0.0,624.0,704.0,5,1,624,512,0,1136,0.0,1.0,1,0,2,1,3,6,8,0,Detchd,1990.0,1.0,1.0,336.0,3.0,3.0,3,0,365,80,0,0,0,0,8,2008,123000,1840.0,60,81
2248,85,RL,69.0,12150,2,3,4,CulDSac,3,Mitchel,1Fam,SFoyer,6,6,1979,1979,Gable,HdBoard,Wd Shng,None,0.0,3,3,CBlock,4.0,3.0,3.0,6.0,1001.0,1.0,0.0,0.0,1001.0,3,1,1299,0,0,1299,1.0,0.0,2,0,2,1,4,5,8,1,BuiltIn,1979.0,2.0,2.0,486.0,3.0,3.0,3,84,0,222,0,0,0,0,1,2007,183500,2300.0,31,31
1849,160,FV,24.0,2645,1,4,4,Inside,3,Somerst,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,776.0,776.0,5,1,764,677,0,1441,0.0,0.0,2,1,2,1,4,5,8,0,Detchd,1999.0,1.0,2.0,492.0,3.0,3.0,3,206,0,0,0,0,0,0,11,2007,174000,2217.0,10,11
2076,20,RL,69.0,22692,2,4,4,Inside,3,Edwards,1Fam,1Story,5,5,1953,1953,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,587.0,1.0,0.0,486.0,1073.0,3,1,1630,0,0,1630,0.0,0.0,2,0,3,1,3,6,5,1,Detchd,1953.0,1.0,2.0,649.0,3.0,3.0,2,0,64,0,0,0,0,0,3,2007,130000,2703.0,57,57
2641,70,RM,60.0,9600,1,4,4,Inside,3,OldTown,1Fam,2Story,7,7,1925,1990,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,4.0,1.0,2.0,16.0,1.0,0.0,712.0,728.0,5,1,832,809,0,1641,0.0,1.0,1,1,3,1,5,6,8,1,Detchd,1925.0,1.0,2.0,546.0,2.0,3.0,3,0,0,234,0,0,0,0,8,2006,178000,2369.0,20,85
5,60,RL,74.0,13830,2,4,4,Inside,3,Gilbert,1Fam,2Story,5,5,1997,1998,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,6.0,791.0,1.0,0.0,137.0,928.0,4,1,928,701,0,1629,0.0,0.0,2,1,3,1,3,6,8,1,Attchd,1997.0,3.0,2.0,482.0,3.0,3.0,3,212,34,0,0,0,0,0,3,2010,189900,2557.0,12,13
878,120,RM,69.0,4435,1,4,4,Inside,3,CollgCr,TwnhsE,1Story,6,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4.0,3.0,3.0,6.0,685.0,1.0,0.0,163.0,848.0,5,1,848,0,0,848,1.0,0.0,1,0,1,1,4,4,8,0,Attchd,2003.0,3.0,2.0,420.0,3.0,3.0,3,140,0,0,0,0,0,0,6,2009,144000,1696.0,6,7
1548,30,RM,69.0,5890,1,4,4,Corner,3,IDOTRR,1Fam,1Story,6,8,1930,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3.0,3.0,3.0,5.0,538.0,1.0,0.0,278.0,816.0,5,1,816,0,0,816,0.0,0.0,1,0,2,1,3,5,8,0,Detchd,2002.0,1.0,1.0,432.0,3.0,3.0,3,0,0,96,0,0,0,0,6,2008,120500,1632.0,3,80
841,20,RL,112.0,10859,1,4,4,Corner,3,CollgCr,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1097.0,1097.0,5,1,1097,0,0,1097,0.0,0.0,1,1,3,1,3,6,8,0,Attchd,1995.0,1.0,2.0,672.0,3.0,3.0,3,392,64,0,0,0,0,0,6,2009,145000,2194.0,15,16
1621,120,RL,41.0,5330,1,4,4,Inside,3,StoneBr,TwnhsE,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,3.0,6.0,1196.0,1.0,0.0,298.0,1494.0,5,1,1652,0,0,1652,1.0,0.0,2,0,2,1,5,6,8,0,Attchd,2000.0,2.0,2.0,499.0,3.0,3.0,3,96,48,0,0,0,0,0,8,2007,251000,3146.0,10,10
218,90,RL,72.0,10778,1,4,4,Inside,3,Sawyer,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1768.0,1768.0,3,0,1768,0,0,1768,0.0,0.0,2,0,4,2,3,8,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,4,2010,136500,3536.0,42,42
1504,90,RL,74.0,6845,1,4,4,Inside,3,Edwards,Duplex,1Story,4,5,1955,1955,Gable,WdShing,Wd Shng,BrkCmn,58.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,7,2008,82500,1152.0,55,55
946,30,RL,109.0,21780,1,4,3,Inside,3,IDOTRR,1Fam,1Story,2,4,1910,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,810,0,0,810,0.0,0.0,1,0,1,1,3,4,7,0,Detchd,1975.0,1.0,1.0,280.0,3.0,3.0,1,119,24,0,0,0,0,0,3,2009,57625,810.0,60,100
455,120,RL,80.0,10307,2,4,4,Inside,3,NridgHt,TwnhsE,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,Stone,176.0,4,3,PConc,4.0,3.0,1.0,6.0,876.0,1.0,0.0,474.0,1350.0,5,1,1358,0,0,1358,1.0,0.0,2,0,2,1,4,6,8,1,Attchd,2008.0,2.0,2.0,484.0,3.0,3.0,3,192,26,0,0,0,0,0,5,2009,212500,2708.0,2,3
2906,120,RM,32.0,4500,1,4,4,FR2,3,Mitchel,Twnhs,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,5.0,3.0,1.0,6.0,897.0,1.0,0.0,319.0,1216.0,5,1,1216,0,0,1216,1.0,0.0,2,0,2,1,3,5,8,0,Attchd,1998.0,1.0,2.0,402.0,3.0,3.0,3,0,125,0,0,0,0,0,5,2006,164000,2432.0,12,12
2878,50,RM,75.0,9060,1,4,4,Inside,3,IDOTRR,1Fam,1.5Fin,6,5,1957,1957,Gable,MetalSd,MetalSd,BrkFace,327.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,967.0,967.0,4,1,967,671,0,1638,0.0,0.0,2,0,4,1,4,6,8,0,Detchd,1957.0,1.0,1.0,384.0,3.0,3.0,3,0,21,0,0,0,0,0,4,2006,139000,2605.0,53,53
1173,160,FV,24.0,2160,1,4,4,Inside,3,Somerst,Twnhs,2Story,7,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,212.0,4,3,PConc,4.0,3.0,1.0,4.0,510.0,1.0,0.0,90.0,600.0,5,1,624,628,0,1252,1.0,0.0,2,1,2,1,4,4,8,0,Detchd,1999.0,1.0,2.0,462.0,3.0,3.0,3,0,48,0,0,0,0,0,3,2008,160000,1852.0,10,11
985,85,RL,70.0,7669,1,4,4,Inside,3,Mitchel,1Fam,SFoyer,5,6,1992,1993,Gable,HdBoard,Wd Shng,None,0.0,3,3,PConc,4.0,3.0,3.0,6.0,718.0,2.0,110.0,0.0,828.0,3,1,883,0,0,883,1.0,0.0,1,0,2,1,3,5,8,1,Detchd,1998.0,1.0,2.0,698.0,3.0,3.0,3,100,32,0,0,0,0,0,6,2009,149000,1711.0,17,18
975,20,RL,62.0,9858,1,4,4,Inside,3,Mitchel,1Fam,1Story,5,6,1968,1968,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,510.0,1.0,0.0,354.0,864.0,3,1,874,0,0,874,1.0,0.0,1,0,3,1,3,5,8,0,Attchd,1968.0,2.0,1.0,288.0,3.0,3.0,3,33,0,0,0,0,0,600,11,2009,130000,1738.0,42,42
202,70,RM,50.0,10300,2,3,4,Inside,3,OldTown,1Fam,2Story,7,6,1921,1950,Gable,Stucco,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,576.0,576.0,4,1,902,808,0,1710,0.0,0.0,2,0,3,1,3,9,8,0,Detchd,1990.0,1.0,2.0,480.0,3.0,3.0,3,12,11,64,0,0,0,0,4,2010,140000,2286.0,60,89
528,20,FV,65.0,8125,1,4,4,Corner,3,Somerst,1Fam,1Story,8,5,2008,2009,Hip,VinylSd,VinylSd,BrkFace,288.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1836.0,1836.0,5,1,1836,0,0,1836,0.0,0.0,2,0,3,1,4,8,8,1,Attchd,2009.0,3.0,2.0,517.0,3.0,3.0,3,0,175,0,0,0,0,0,10,2009,264500,3672.0,1,2
2579,20,RL,69.0,14850,2,4,4,Inside,3,NAmes,1Fam,1Story,5,5,1957,1957,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,895.0,1.0,0.0,197.0,1092.0,3,1,1092,0,0,1092,1.0,0.0,1,0,2,1,3,6,8,1,Attchd,1957.0,3.0,1.0,299.0,3.0,3.0,3,268,0,0,0,122,0,0,5,2006,141000,2184.0,53,53
1841,120,FV,35.0,4274,2,4,4,Inside,3,Somerst,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,None,98.0,4,3,PConc,4.0,3.0,1.0,6.0,1106.0,1.0,0.0,135.0,1241.0,5,1,1241,0,0,1241,1.0,0.0,1,1,1,1,4,4,8,0,Attchd,2007.0,3.0,2.0,569.0,3.0,3.0,3,0,116,0,0,0,0,0,11,2007,199900,2482.0,3,4
591,20,RL,80.0,9650,1,4,4,Inside,3,NWAmes,1Fam,1Story,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,360.0,3,3,CBlock,4.0,3.0,1.0,5.0,686.0,1.0,0.0,664.0,1350.0,3,1,1334,0,0,1334,0.0,1.0,2,0,2,1,3,6,8,1,Attchd,1977.0,2.0,2.0,630.0,3.0,3.0,3,0,16,0,0,0,0,0,4,2009,167900,2684.0,33,33
1897,20,RL,69.0,14585,2,4,4,CulDSac,3,NAmes,1Fam,1Story,6,6,1960,1987,Gable,Wd Sdng,Wd Sdng,BrkFace,85.0,3,3,CBlock,3.0,3.0,1.0,4.0,594.0,3.0,219.0,331.0,1144.0,5,1,1429,0,0,1429,0.0,1.0,1,0,3,1,4,7,8,2,Attchd,1960.0,1.0,2.0,572.0,3.0,3.0,3,216,110,0,0,0,0,0,6,2007,181900,2573.0,23,50
70,20,FV,75.0,9000,1,4,4,Inside,3,Somerst,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4.0,3.0,3.0,6.0,1078.0,1.0,0.0,488.0,1566.0,5,1,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,8,0,Attchd,2008.0,2.0,2.0,750.0,3.0,3.0,3,144,168,0,0,0,0,0,4,2010,262500,3132.0,2,2
590,60,RL,69.0,13774,2,4,4,Inside,3,NWAmes,1Fam,2Story,7,7,1977,1992,Hip,HdBoard,HdBoard,BrkFace,283.0,3,4,PConc,4.0,3.0,1.0,6.0,432.0,1.0,0.0,476.0,908.0,5,1,1316,972,0,2288,0.0,0.0,1,2,4,1,4,8,8,2,Attchd,1977.0,2.0,2.0,520.0,3.0,3.0,3,321,72,0,0,156,0,0,11,2009,230000,3196.0,18,33
1172,120,FV,50.0,5119,2,4,4,CulDSac,3,Somerst,TwnhsE,1Story,9,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,5.0,3.0,3.0,6.0,1238.0,1.0,0.0,460.0,1698.0,5,1,1709,0,0,1709,1.0,0.0,2,0,2,1,4,5,8,1,Attchd,1999.0,3.0,2.0,506.0,3.0,3.0,3,97,65,0,0,0,0,0,1,2008,328900,3407.0,10,11
